parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-011,MOD-001,FORM-002,performance_mid_slope,performance mid slope,formula_constant,float,score/rate/day constant,200,NOT_APPLICABLE - no separate prior evidenced,200,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-002,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:56,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:56:2,200,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:f3412324bf719cc7cbd8019cb9bfa72d1be5efc0143dc217f22b4347baff814a,MACHINE_VERIFIED,
PARAM-012,MOD-001,FORM-002,performance_high_base,performance high base score,formula_constant,float,score/rate/day constant,60,NOT_APPLICABLE - no separate prior evidenced,60,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-002,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:58,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:58:1,60,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:1139a1daa4f5dbc401406877420676b65e98cccbdd228c8f9609c62002dbadd1,MACHINE_VERIFIED,
PARAM-013,MOD-001,FORM-002,performance_top_base,performance top base score,formula_constant,float,score/rate/day constant,200,NOT_APPLICABLE - no separate prior evidenced,200,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-002,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:60,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:60:1,200,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:71674eedf8e97def55ce2fc282c72159974e7a24b5547ff9abe4bfd65c020d4c,MACHINE_VERIFIED,
PARAM-014,MOD-001,FORM-002,performance_top_slope,performance top slope,formula_constant,float,score/rate/day constant,400,NOT_APPLICABLE - no separate prior evidenced,400,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-002,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:60,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:60:3,400,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:70073b2d75c19c5ebea71ab7dd37d0e356f45428b7636dfcdded37edd28b8a0a,MACHINE_VERIFIED,
PARAM-015,MOD-001,FORM-003,margin_t1,margin lower breakpoint,formula_constant,float,score/rate/day constant,0.1,NOT_APPLICABLE - no separate prior evidenced,0.1,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:64,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:64:1,0.1,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:4fdd1dc738b99a5649c81a01f3b9c393f894af0cf67cd0ea12fda438ecb53d1e,MACHINE_VERIFIED,
PARAM-016,MOD-001,FORM-003,margin_t2,margin middle breakpoint,formula_constant,float,score/rate/day constant,0.25,NOT_APPLICABLE - no separate prior evidenced,0.25,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:66,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:66:2,0.25,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:a5ba721b9bdd06f3d6bcd46218cb78f0e7fcca12a5923d25323b0d4a7c8d691c,MACHINE_VERIFIED,
PARAM-017,MOD-001,FORM-003,margin_t3,margin upper breakpoint,formula_constant,float,score/rate/day constant,0.5,NOT_APPLICABLE - no separate prior evidenced,0.5,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:68,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:68:2,0.5,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:7abfc6b6d1ba196c7fa1e4b394d3cc9ccd2af91943ca6831d2cdf5f379c990f3,MACHINE_VERIFIED,
PARAM-018,MOD-001,FORM-003,margin_low_slope,margin low slope,formula_constant,float,score/rate/day constant,1000,NOT_APPLICABLE - no separate prior evidenced,1000,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:65,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:65:3,1000,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:1a3eaf44a3c620a1c6e51f5011358a81203e9a596a3fe0e4bf6cadc3fb6b38d9,MACHINE_VERIFIED,
PARAM-019,MOD-001,FORM-003,margin_mid_slope,margin mid slope,formula_constant,float,score/rate/day constant,200,NOT_APPLICABLE - no separate prior evidenced,200,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:67,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:67:1,200,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:bbfa38f673500353b3edbfe21d7f522fc6d46b0ce63a85d7afc1e0815aedc702,MACHINE_VERIFIED,
PARAM-020,MOD-001,FORM-003,margin_high_base,margin high base score,formula_constant,float,score/rate/day constant,30,NOT_APPLICABLE - no separate prior evidenced,30,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:69,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:69:1,30,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:b44e99eae5f3eb0cad29c0c27aee2f96259bd83fa540115887221b6cc58c466c,MACHINE_VERIFIED,
PARAM-021,MOD-001,FORM-003,margin_top_base,margin top base score,formula_constant,float,score/rate/day constant,80,NOT_APPLICABLE - no separate prior evidenced,80,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:71,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:71:1,80,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:f8ca9738beba90f1a157e14402266bf00e4e0eb9359185ad136e384be4d43dca,MACHINE_VERIFIED,
PARAM-022,MOD-001,FORM-003,margin_top_slope,margin top slope,formula_constant,float,score/rate/day constant,500,NOT_APPLICABLE - no separate prior evidenced,500,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-003,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:71,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:71:3,500,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:49afd4d7d73ee970b5084cb7c33361ca901a005b8867326bcefbd189e3d44a5f,MACHINE_VERIFIED,
PARAM-023,MOD-001,FORM-004,settlement_slow_days,settlement slow cutoff days,formula_constant,float,score/rate/day constant,60,NOT_APPLICABLE - no separate prior evidenced,60,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,FORM-004,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:75,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:75:1,60,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:d6739ed9494b9c44ba4ebb9815b00164a23bda675e8e08cacb6b4a67101ef16c,MACHINE_VERIFIED,
PARAM-024,MOD-001,FORM-004,settlement_mid_days,settlement middle cutoff days,formula_constant,float,score/rate/day constant,20,NOT_APPLICABLE - no separate prior evidenced,20,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,FORM-004,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:77,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:77:1,20,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:0604ab87442b975b7fb265d8a866482bc315adc8a40a7d264a90a783a94f7ea6,MACHINE_VERIFIED,
PARAM-025,MOD-001,FORM-004,settlement_slow_score,settlement slow score,formula_constant,float,score/rate/day constant,-150,NOT_APPLICABLE - no separate prior evidenced,-150,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-004,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:76,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,text_regex:whkmSalary/salary_logic.py::def score_settlement\(.*?return\s+(-150),-150,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:c0bff573c76d9ea8c24a12d919e5f2c6e24893e6e4f28a40e9e8e026e413d694,MACHINE_VERIFIED,
PARAM-026,MOD-001,FORM-004,settlement_mid_base,settlement middle base score,formula_constant,float,score/rate/day constant,100,NOT_APPLICABLE - no separate prior evidenced,100,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-004,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:78,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:78:1,100,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:84441ad686db7232b4bd02614f4e514424b7042228c6818bbb31291a49dee4ad,MACHINE_VERIFIED,
PARAM-027,MOD-001,FORM-004,settlement_fast_base,settlement fast base score,formula_constant,float,score/rate/day constant,200,NOT_APPLICABLE - no separate prior evidenced,200,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-004,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:80,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:80:1,200,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:9bc7ae5465a27eb7eeb4709bfd7083639984a0858eaf0d96fa9b45122772ce90,MACHINE_VERIFIED,
PARAM-028,MOD-001,FORM-005,invoice_slow_score,invoice slow score,formula_constant,float,score/rate/day constant,-200,NOT_APPLICABLE - no separate prior evidenced,-200,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-005,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:87,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,text_regex:whkmSalary/salary_logic.py::def score_invoice\(.*?return\s+(-200),-200,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:dfcbb580958382b0b690763a044281f64bc7a20fa90ec704597b59629b767503,MACHINE_VERIFIED,
PARAM-029,MOD-001,FORM-005,invoice_mid_base,invoice middle base score,formula_constant,float,score/rate/day constant,125,NOT_APPLICABLE - no separate prior evidenced,125,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-005,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:91,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:91:1,125,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:770ff784cfa91a26c6a4bec589b1e89354a27f20b0a3ca8a043a114db21d2f86,MACHINE_VERIFIED,
PARAM-030,MOD-001,FORM-005,invoice_fast_base,invoice fast base score,formula_constant,float,score/rate/day constant,150,NOT_APPLICABLE - no separate prior evidenced,150,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-005,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:93,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:93:1,150,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:2d0d71368954489d631a6f6848cfa28152ef1e044d3361d4b32fe584170a0377,MACHINE_VERIFIED,
PARAM-031,MOD-001,FORM-006,payback_slow_cutoff,payback slow cutoff days,formula_constant,float,score/rate/day constant,60,NOT_APPLICABLE - no separate prior evidenced,60,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,FORM-006,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:99,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:99:1,60,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:c899eb3f2f625acdec238ba851f7a954628a2917b74e77ad0fed7effafa2cd95,MACHINE_VERIFIED,
PARAM-032,MOD-001,FORM-006,payback_mid_cutoff,payback middle cutoff days,formula_constant,float,score/rate/day constant,20,NOT_APPLICABLE - no separate prior evidenced,20,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,FORM-006,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:101,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:101:1,20,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:997f112ce0ed8ccb8b2de718c2bf816dae31f4670f6a4043a6bab671db85f8d7,MACHINE_VERIFIED,
PARAM-033,MOD-001,FORM-007,audit_bias_low_cutoff,audit bias low cutoff,formula_constant,float,score/rate/day constant,0.02,NOT_APPLICABLE - no separate prior evidenced,0.02,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,FORM-007,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:110,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:110:1,0.02,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:97cf609dc9ff61995cafeb23788da9d9f0a79065c76c7d8202ba5ef3d2671fea,MACHINE_VERIFIED,
PARAM-034,MOD-001,FORM-007,audit_bias_high_cutoff,audit bias high cutoff,formula_constant,float,score/rate/day constant,0.08,NOT_APPLICABLE - no separate prior evidenced,0.08,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,FORM-007,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:112,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_literal:whkmSalary/salary_logic.py:112:2,0.08,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:012f967f9cb9b619b160cfcdce4e81400318d2884df9edee5f00c2bac5b65388,MACHINE_VERIFIED,
